12c00000-52c00000 rw-p 00000000 00:00 0                                  [anon:dalvik-main space (region space)]
709b6000-70a5d000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-voip-common.art]
70a5d000-70aa6000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-ims-common.art]
70aa6000-70c1d000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-core-icu4j.art]
70c1d000-70c1e000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-tcmiface.art]
70c1e000-70c1f000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-telephony-ext.art]
70c1f000-70c20000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-qcom.fmradio.art]
70c20000-70c21000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-QPerformance.art]
70c21000-70c22000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-UxPerformance.art]
70c22000-70c23000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-WfdCommon.art]
70c23000-70c24000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-miui-framework.art]
70c24000-70c25000 rw-p 00000000 00:00 0                                  [anon:dalvik-/system/framework/boot-miui-telephony-common.art]
70c25000-70daf000 r--p 00000000 fd:04 2047                               /system/framework/arm64/boot-framework.oat
70daf000-714d3000 r-xp 0018a000 fd:04 2047                               /system/framework/arm64/boot-framework.oat
714d3000-714d5000 r--p 008ae000 fd:04 2047                               /system/framework/arm64/boot-framework.oat
714d5000-714d6000 rw-p 00000000 00:00 0                                  [anon:.bss]
714d6000-7152e000 rw-p 00000000 fd:04 2080                               /system/framework/boot-framework.vdex
7152e000-7152f000 r--p 008b0000 fd:04 2047                               /system/framework/arm64/boot-framework.oat
7152f000-71530000 rw-p 008b1000 fd:04 2047                               /system/framework/arm64/boot-framework.oat
71530000-71532000 r--p 00000000 fd:04 2044                               /system/framework/arm64/boot-framework-graphics.oat
71532000-71533000 rw-p 00000000 fd:04 2079                               /system/framework/boot-framework-graphics.vdex
71533000-71534000 r--p 00002000 fd:04 2044                               /system/framework/arm64/boot-framework-graphics.oat
71534000-71535000 rw-p 00003000 fd:04 2044                               /system/framework/arm64/boot-framework-graphics.oat
71535000-7153a000 r--p 00000000 fd:04 2041                               /system/framework/arm64/boot-ext.oat
7153a000-71550000 r-xp 00005000 fd:04 2041                               /system/framework/arm64/boot-ext.oat
71550000-71551000 r--p 0001b000 fd:04 2041                               /system/framework/arm64/boot-ext.oat
71551000-71552000 rw-p 00000000 fd:04 2078                               /system/framework/boot-ext.vdex
71552000-71553000 r--p 0001c000 fd:04 2041                               /system/framework/arm64/boot-ext.oat
71553000-71554000 rw-p 0001d000 fd:04 2041                               /system/framework/arm64/boot-ext.oat
71554000-71559000 r--p 00000000 fd:04 2065                               /system/framework/arm64/boot-telephony-common.oat
71559000-7155f000 rw-p 00000000 fd:04 2086                               /system/framework/boot-telephony-common.vdex
7155f000-71560000 r--p 00005000 fd:04 2065                               /system/framework/arm64/boot-telephony-common.oat
71560000-71561000 rw-p 00006000 fd:04 2065                               /system/framework/arm64/boot-telephony-common.oat
71561000-71564000 r--p 00000000 fd:04 2071                               /system/framework/arm64/boot-voip-common.oat
71564000-71565000 r-xp 00003000 fd:04 2071                               /system/framework/arm64/boot-voip-common.oat
71565000-71568000 rw-p 00000000 fd:04 2088                               /system/framework/boot-voip-common.vdex
71568000-71569000 r--p 00004000 fd:04 2071                               /system/framework/arm64/boot-voip-common.oat
71569000-7156a000 rw-p 00005000 fd:04 2071                               /system/framework/arm64/boot-voip-common.oat
7156a000-7156c000 r--p 00000000 fd:04 2050                               /system/framework/arm64/boot-ims-common.oat
7156c000-7156e000 rw-p 00000000 fd:04 2081                               /system/framework/boot-ims-common.vdex
7156e000-7156f000 r--p 00002000 fd:04 2050                               /system/framework/arm64/boot-ims-common.oat
7156f000-71570000 rw-p 00003000 fd:04 2050                               /system/framework/arm64/boot-ims-common.oat
71570000-7159e000 r--p 00000000 fd:04 2038                               /system/framework/arm64/boot-core-icu4j.oat
7159e000-71681000 r-xp 0002e000 fd:04 2038                               /system/framework/arm64/boot-core-icu4j.oat
71681000-71682000 r--p 00111000 fd:04 2038                               /system/framework/arm64/boot-core-icu4j.oat
71682000-71683000 rw-p 00000000 00:00 0                                  [anon:.bss]
71683000-71689000 rw-p 00000000 fd:04 2077                               /system/framework/boot-core-icu4j.vdex
71689000-7168a000 r--p 00112000 fd:04 2038                               /system/framework/arm64/boot-core-icu4j.oat
7168a000-7168b000 rw-p 00113000 fd:04 2038                               /system/framework/arm64/boot-core-icu4j.oat
7168b000-7168d000 r--p 00000000 fd:04 2062                               /system/framework/arm64/boot-tcmiface.oat
7168d000-7168e000 rw-p 00000000 fd:04 2085                               /system/framework/boot-tcmiface.vdex
7168e000-7168f000 r--p 00002000 fd:04 2062                               /system/framework/arm64/boot-tcmiface.oat
7168f000-71690000 rw-p 00003000 fd:04 2062                               /system/framework/arm64/boot-tcmiface.oat
71690000-71692000 r--p 00000000 fd:04 2068                               /system/framework/arm64/boot-telephony-ext.oat
71692000-71693000 rw-p 00000000 fd:04 2087                               /system/framework/boot-telephony-ext.vdex
71693000-71694000 r--p 00002000 fd:04 2068                               /system/framework/arm64/boot-telephony-ext.oat
71694000-71695000 rw-p 00003000 fd:04 2068                               /system/framework/arm64/boot-telephony-ext.oat
71695000-71697000 r--p 00000000 fd:04 2059                               /system/framework/arm64/boot-qcom.fmradio.oat
71697000-71698000 r-xp 00002000 fd:04 2059                               /system/framework/arm64/boot-qcom.fmradio.oat
71698000-71699000 rw-p 00000000 fd:04 2084                               /system/framework/boot-qcom.fmradio.vdex
71699000-7169a000 r--p 00003000 fd:04 2059                               /system/framework/arm64/boot-qcom.fmradio.oat
7169a000-7169b000 rw-p 00004000 fd:04 2059                               /system/framework/arm64/boot-qcom.fmradio.oat
7169b000-7169d000 r--p 00000000 fd:04 2029                               /system/framework/arm64/boot-QPerformance.oat
7169d000-7169e000 r-xp 00002000 fd:04 2029                               /system/framework/arm64/boot-QPerformance.oat
7169e000-7169f000 rw-p 00000000 fd:04 2074                               /system/framework/boot-QPerformance.vdex
7169f000-716a0000 r--p 00003000 fd:04 2029                               /system/framework/arm64/boot-QPerformance.oat
716a0000-716a1000 rw-p 00004000 fd:04 2029                               /system/framework/arm64/boot-QPerformance.oat
716a1000-716a3000 r--p 00000000 fd:04 2032                               /system/framework/arm64/boot-UxPerformance.oat
716a3000-716a4000 rw-p 00000000 fd:04 2075                               /system/framework/boot-UxPerformance.vdex
716a4000-716a5000 r--p 00002000 fd:04 2032                               /system/framework/arm64/boot-UxPerformance.oat
716a5000-716a6000 rw-p 00003000 fd:04 2032                               /system/framework/arm64/boot-UxPerformance.oat
716a6000-716a8000 r--p 00000000 fd:04 2035                               /system/framework/arm64/boot-WfdCommon.oat
716a8000-716a9000 rw-p 00000000 fd:04 2076                               /system/framework/boot-WfdCommon.vdex
716a9000-716aa000 r--p 00002000 fd:04 2035                               /system/framework/arm64/boot-WfdCommon.oat
716aa000-716ab000 rw-p 00003000 fd:04 2035                               /system/framework/arm64/boot-WfdCommon.oat
716ab000-716b2000 r--p 00000000 fd:04 2053                               /system/framework/arm64/boot-miui-framework.oat
716b2000-716b5000 r-xp 00007000 fd:04 2053                               /system/framework/arm64/boot-miui-framework.oat
716b5000-716c0000 rw-p 00000000 fd:04 2082                               /system/framework/boot-miui-framework.vdex
716c0000-716c1000 r--p 0000a000 fd:04 2053                               /system/framework/arm64/boot-miui-framework.oat
716c1000-716c2000 rw-p 0000b000 fd:04 2053                               /system/framework/arm64/boot-miui-framework.oat
716c2000-716c4000 r--p 00000000 fd:04 2056                               /system/framework/arm64/boot-miui-telephony-common.oat
716c4000-716c5000 rw-p 00000000 fd:04 2083                               /system/framework/boot-miui-telephony-common.vdex
716c5000-716c6000 r--p 00002000 fd:04 2056                               /system/framework/arm64/boot-miui-telephony-common.oat
716c6000-716c7000 rw-p 00003000 fd:04 2056                               /system/framework/arm64/boot-miui-telephony-common.oat
716c7000-71e12000 rw-p 00000000 00:00 0                                  [anon:dalvik-zygote space]
71e12000-71e13000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
71e13000-71e48000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
71e48000-74ec8000 ---p 00000000 00:00 0                                  [anon:dalvik-non moving space]
74ec8000-756c7000 rw-p 00000000 00:00 0                                  [anon:dalvik-non moving space]
756c7000-956c7000 rw-p 00000000 00:00 0                                  [anon:dalvik-free list large object space]
956c7000-976c7000 r--s 00000000 00:01 28462                              /memfd:jit-zygote-cache (deleted)
976c7000-996c7000 r-xs 02000000 00:01 28462                              /memfd:jit-zygote-cache (deleted)
996c7000-9b6c7000 r--s 00000000 00:01 1110765                            /memfd:jit-cache (deleted)
9b6c7000-9d6c7000 r-xs 02000000 00:01 1110765                            /memfd:jit-cache (deleted)
ebad6000-ebad7000 ---p 00000000 00:00 0                                  [anon:dalvik-Sentinel fault page]
200000000-200201000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200201000-200202000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200202000-20020c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20020c000-200223000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200223000-200224000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200224000-20025e000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20025e000-200260000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200260000-20026f000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20026f000-200270000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200270000-20029b000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20029b000-20029c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20029c000-2002ab000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2002ab000-2002ac000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2002ac000-2002c7000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2002c7000-2002c8000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2002c8000-2002d7000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2002d7000-2002d8000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2002d8000-2002e7000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2002e7000-2002e8000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2002e8000-2002fb000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2002fb000-2002fc000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2002fc000-200317000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200317000-200318000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200318000-20031f000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20031f000-200320000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200320000-200327000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200327000-200328000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200328000-200337000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200337000-200338000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200338000-200357000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200357000-200358000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200358000-20035f000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20035f000-200360000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200360000-200386000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200386000-200388000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200388000-2003bf000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2003bf000-2003c0000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2003c0000-2003e7000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2003e7000-2003e8000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2003e8000-2003fc000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2003fc000-200401000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200401000-200402000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200402000-20040c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20040c000-20041f000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20041f000-200420000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200420000-20042f000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20042f000-200430000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200430000-200463000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200463000-200464000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200464000-200477000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200477000-200478000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200478000-20049b000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20049b000-20049c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20049c000-2004ab000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2004ab000-2004ac000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2004ac000-20056e000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20056e000-200570000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200570000-20057a000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20057a000-20057c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20057c000-20058a000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20058a000-20058c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20058c000-20059a000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20059a000-20059c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20059c000-2005aa000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2005aa000-2005ac000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2005ac000-2005cb000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2005cb000-2005cc000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2005cc000-2005ef000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2005ef000-2005f0000 ---p 00000000 00:00 0                                [anon:partition_alloc]
2005f0000-2005fc000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2005fc000-200601000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200601000-200602000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200602000-200604000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200604000-200630000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200630000-200801000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200801000-200802000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200802000-20080c000 ---p 00000000 00:00 0                                [anon:partition_alloc]
20080c000-200813000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200813000-200814000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200814000-20083f000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
20083f000-200840000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200840000-200847000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
200847000-200848000 ---p 00000000 00:00 0                                [anon:partition_alloc]
200848000-2008a0000 rw-p 00000000 00:00 0                                [anon:partition_alloc]
2008a0000-400000000 ---p 00000000 00:00 0                                [anon:partition_alloc]
61deb27000-61deb29000 r--p 00000000 fd:04 717                            /system/bin/app_process64
61deb29000-61deb2b000 r-xp 00002000 fd:04 717                            /system/bin/app_process64
61deb2b000-61deb2c000 r--p 00004000 fd:04 717                            /system/bin/app_process64
75fffff000-7800000000 ---p 00000000 00:00 0                              [anon:partition_alloc]
7912103000-79123c6000 ---p 00000000 00:00 0 
79123c6000-79123c8000 rw-p 00000000 00:00 0 
79123c8000-79134da000 ---p 00000000 00:00 0 
79134da000-79134dc000 rw-p 00000000 00:00 0 
79134dc000-7914103000 ---p 00000000 00:00 0 
7915103000-7915942000 ---p 00000000 00:00 0 
7915942000-7915944000 rw-p 00000000 00:00 0 
7915944000-7916103000 ---p 00000000 00:00 0 
791a36a000-791ae14000 ---p 00000000 00:00 0 
791ae14000-791ae16000 rw-p 00000000 00:00 0 
791ae16000-791b36a000 ---p 00000000 00:00 0 
791c36a000-791c92c000 ---p 00000000 00:00 0 
791c92c000-791c92e000 rw-p 00000000 00:00 0 
791c92e000-791d36a000 ---p 00000000 00:00 0 
791e36a000-791e8be000 ---p 00000000 00:00 0 
791e8be000-791e8c0000 rw-p 00000000 00:00 0 
791e8c0000-791f36a000 ---p 00000000 00:00 0 
7920574000-7920575000 ---p 00000000 00:00 0 
7920575000-7920576000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28747]
7920576000-792067d000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28747]
792067d000-792067e000 ---p 00000000 00:00 0 
7920686000-7920687000 ---p 00000000 00:00 0 
7920687000-7920688000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28766]
7920688000-792078f000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28766]
792078f000-7920790000 ---p 00000000 00:00 0 
7920b6a000-7920c0b000 rw-s 00000000 00:01 1124543                        /dev/ashmem/MessageQueue (deleted)
7920d8d000-7920e2e000 rw-s 00000000 00:01 1124533                        /dev/ashmem/MessageQueue (deleted)
7921284000-7921285000 ---p 00000000 00:00 0 
7921285000-7921381000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28756]
7921381000-7921383000 ---p 00000000 00:00 0 
7921383000-792147f000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28755]
792147f000-7921480000 ---p 00000000 00:00 0 
7921888000-7922536000 ---p 00000000 00:00 0 
7922536000-7922538000 rw-p 00000000 00:00 0 
7922538000-7922888000 ---p 00000000 00:00 0 
7922888000-7922889000 ---p 00000000 00:00 0 
7922889000-792288a000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28740]
792288a000-7922991000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28740]
7922991000-7922992000 ---p 00000000 00:00 0 
7922992000-79230e8000 ---p 00000000 00:00 0 
79230e8000-79230ea000 rw-p 00000000 00:00 0 
79230ea000-7923992000 ---p 00000000 00:00 0 
7923992000-7923993000 ---p 00000000 00:00 0 
7923993000-7923994000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28739]
7923994000-7923a8f000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28739]
7923a8f000-7923a90000 ---p 00000000 00:00 0 
7923a90000-7924974000 ---p 00000000 00:00 0 
7924974000-7924976000 rw-p 00000000 00:00 0 
7924976000-79255fa000 ---p 00000000 00:00 0 
79255fa000-79255fc000 rw-p 00000000 00:00 0 
79255fc000-7925ba8000 ---p 00000000 00:00 0 
7925ba8000-7925baa000 rw-p 00000000 00:00 0 
7925baa000-79276f8000 ---p 00000000 00:00 0 
79276f8000-79276fa000 rw-p 00000000 00:00 0 
79276fa000-7927b30000 ---p 00000000 00:00 0 
7927b30000-7927b32000 rw-p 00000000 00:00 0 
7927b32000-7928a90000 ---p 00000000 00:00 0 
7928a90000-7928a91000 ---p 00000000 00:00 0 
7928a91000-7928b8d000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28753]
7928b8d000-7928b8e000 ---p 00000000 00:00 0 
7929b8e000-7929b8f000 ---p 00000000 00:00 0 
7929b8f000-7929b90000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28737]
7929b90000-7929c97000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28737]
7929c97000-7929c99000 ---p 00000000 00:00 0 
7929c99000-7929c9a000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28736]
7929c9a000-7929da1000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28736]
7929da1000-7929da2000 ---p 00000000 00:00 0 
7929da2000-792ad8c000 ---p 00000000 00:00 0 
792ad8c000-792ad8e000 rw-p 00000000 00:00 0 
792ad8e000-792ada2000 ---p 00000000 00:00 0 
792bda2000-792bda3000 ---p 00000000 00:00 0 
792bda3000-792bda4000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28727]
792bda4000-792beab000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28727]
792beab000-792beac000 ---p 00000000 00:00 0 
792beac000-792bfb4000 ---p 00000000 00:00 0 
792bfb4000-792bfb6000 rw-p 00000000 00:00 0 
792bfb6000-792ceac000 ---p 00000000 00:00 0 
792ffb6000-79300b8000 ---p 00000000 00:00 0 
79300b8000-79300ba000 rw-p 00000000 00:00 0 
79300ba000-793180c000 ---p 00000000 00:00 0 
793180c000-793180e000 rw-p 00000000 00:00 0 
793180e000-793222c000 ---p 00000000 00:00 0 
793222c000-793222e000 rw-p 00000000 00:00 0 
793222e000-7932ffe000 ---p 00000000 00:00 0 
7932ffe000-7933000000 rw-p 00000000 00:00 0 
7933000000-7933fb6000 ---p 00000000 00:00 0 
79371ca000-7937de2000 ---p 00000000 00:00 0 
7937de2000-7937de4000 rw-p 00000000 00:00 0 
7937de4000-79381ca000 ---p 00000000 00:00 0 
79382d4000-79382d5000 ---p 00000000 00:00 0 
79382d5000-79382d6000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28706]
79382d6000-79383dd000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28706]
79383dd000-79383de000 ---p 00000000 00:00 0 
79384ee000-793858f000 rw-s 00000000 00:01 1126902                        /dev/ashmem/MessageQueue (deleted)
793858f000-7938590000 ---p 00000000 00:00 0 
7938590000-7938591000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28723]
7938591000-7938698000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28723]
7938698000-7938699000 ---p 00000000 00:00 0 
79387a3000-79387a4000 ---p 00000000 00:00 0 
79387a4000-79387a5000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28724]
79387a5000-79388ac000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28724]
79388ac000-79388ad000 ---p 00000000 00:00 0 
79394e8000-79394e9000 ---p 00000000 00:00 0 
79394e9000-79394ea000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28710]
79394ea000-79395f1000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28710]
79395f1000-79395f2000 ---p 00000000 00:00 0 
79395f2000-7939a4c000 ---p 00000000 00:00 0 
7939a4c000-7939a4e000 rw-p 00000000 00:00 0 
7939a4e000-793adfe000 ---p 00000000 00:00 0 
793adfe000-793ae00000 rw-p 00000000 00:00 0 
793ae00000-793b5f2000 ---p 00000000 00:00 0 
793b5f2000-793b5f3000 ---p 00000000 00:00 0 
793b5f3000-793b5f4000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28703]
793b5f4000-793b6fb000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28703]
793b6fb000-793b6fd000 ---p 00000000 00:00 0 
793b6fd000-793b6fe000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28702]
793b6fe000-793b805000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28702]
793b805000-793b806000 ---p 00000000 00:00 0 
793b806000-793bc68000 ---p 00000000 00:00 0 
793bc68000-793bc6a000 rw-p 00000000 00:00 0 
793bc6a000-793c806000 ---p 00000000 00:00 0 
793c806000-793c807000 ---p 00000000 00:00 0 
793c807000-793c808000 ---p 00000000 00:00 0                              [anon:stack_and_tls:28701]
793c808000-793c90f000 rw-p 00000000 00:00 0                              [anon:stack_and_tls:28701]
